"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Qin, C.; Liu, D.; Guo, B.; Tan, Y.; Ren, A.; Zhong, K.; Liang, L.","Qin, Chaoxia (60010188100); Liu, Duo (55538903700); Guo, Bing (55695245700); Tan, Yujuan (36572444500); Ren, Ao (57191348917); Zhong, Kan (56344789900); Liang, Liang (50262158200)","60010188100; 55538903700; 55695245700; 36572444500; 57191348917; 56344789900; 50262158200","SAHChain: A Hybrid Storage Blockchain System Supporting Semantic Expressiveness and Retrieval","2026","IEEE Transactions on Computers","","","","","","0","10.1109/TC.2026.3661623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030815588&doi=10.1109%2FTC.2026.3661623&partnerID=40&md5=3e2e1c62f5c27c07c4b5f65ce0f2f1be","Article","aip","","Scopus","2-s2.0-105030815588"
"Geiger, K.; Großeheide, J.; Wolfschläger, D.; Schmitt, R.H.","Geiger, Kilian (57427670300); Großeheide, Jonas (57428407500); Wolfschläger, Dominik (57216753736); Schmitt, Robert H. (55418282900)","57427670300; 57428407500; 57216753736; 55418282900","Enabling metadata enrichment of 3D measurement data by database-centered storage and exchange through the QIF data format","2026","Procedia CIRP","138","","","1151","1156","0","10.1016/j.procir.2026.01.198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030657698&doi=10.1016%2Fj.procir.2026.01.198&partnerID=40&md5=4d65f84526c3f02767a8916c6cf8f2b4","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030657698"
"He, Y.; Chen, X.","He, Yi (57834063000); Chen, Xuanning (59170723600)","57834063000; 59170723600","Critical success factors in research data repository consortia: a lifecycle perspective with evidence from China","2026","Electronic Library","","","","1","24","0","10.1108/EL-06-2025-0222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030616035&doi=10.1108%2FEL-06-2025-0222&partnerID=40&md5=2d54145d96feb38fc05d9c3506227b3f","Article","aip","","Scopus","2-s2.0-105030616035"
"Wu, M.; Löffler, F.; Mathiak, B.; Psomopoulos, F.; Schindler, U.; Aryani, A.; J.B.; Culina, A.; Czerniak, A.; Erdmann, C.; Gregory, K.; Juty, N.; Lister, A.; Liu, Y.-H.; Kanza, S.","Wu, Mingfang (55729392400); Löffler, Felicitas (56414391800); Mathiak, Brigitte (9942026800); Psomopoulos, Fotis E. (35173341800); Schindler, Uwe (36787837500); Aryani, Amir (35068996400); Culina, Antica (55927218800); Czerniak, Andreas (57219713010); Erdmann, Christopher C. (56806616100); Gregory, Kathleen M. (57201880213); Juty, Nick (35102303000); Lister, Allyson Lurena (57216108894); Liu, Ying Hsang (26662786100); Kanza, Samantha (57194278449)","55729392400; 56414391800; 9942026800; 35173341800; 36787837500; 35068996400; 60406959400; 55927218800; 57219713010; 56806616100; 57201880213; 35102303000; 57216108894; 26662786100; 57194278449","Bridging the Data Discovery Gap: User-Centric Recommendations for Research Data Repositories","2026","Data Science Journal","25","1","6","","","0","10.5334/dsj-2026-006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030555142&doi=10.5334%2Fdsj-2026-006&partnerID=40&md5=d7cbcbb8572153926cbce3d5018da6aa","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030555142"
"X.; Tang, J.; X.","; Tang, Jiyi (60184425500)","60406833600; 60184425500; 60406597700","Testing Methodology for Landing Attitude of Airdrop System and Verification of Attitude Consistency Between Parachute and Cargo Platform","2026","Lecture Notes in Mechanical Engineering","","","","603","613","0","10.1007/978-981-95-3022-9_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030543184&doi=10.1007%2F978-981-95-3022-9_52&partnerID=40&md5=4f58fdd3ad8102643861ca16b0da8f63","Conference paper","Final","","Scopus","2-s2.0-105030543184"
"Morshed, A.","Morshed, Amer Qasem (58412705000)","58412705000","Ensuring trust in sustainability financial reports: the role of AI and blockchain in metadata standardization","2026","Management and Sustainability","","","","1","24","1","10.1108/MSAR-02-2025-0073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030529575&doi=10.1108%2FMSAR-02-2025-0073&partnerID=40&md5=a3a9cb6ecc40fd7fb73bcf6b7899a28f","Article","aip","","Scopus","2-s2.0-105030529575"
"P.M.R.; Vishnu, D.","; Vishnu, Devraj (57202679482)","60402791800; 57202679482","Blockchain-Based Evidence Chain of Custody in Digital Forensics","2026","MSW Management","36","1","","1163","1176","0","10.7492/3jm10e86","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030374593&doi=10.7492%2F3jm10e86&partnerID=40&md5=76063d8752f588e155375acfd7638394","Article","Final","","Scopus","2-s2.0-105030374593"
"B.; Feng, P.; X.; J.; Mi, H.; X.","; Feng, Peilei (57200989428); Mi, Haitang (59197804500)","60402500400; 57200989428; 60403041300; 60402233600; 59197804500; 60402372800","Verification and Analysis of Phase Adjustment Operation Capability of a Certain Pumped Storage Units","2026","Lecture Notes in Civil Engineering","792 LNCE","","","19","34","0","10.1007/978-981-95-4889-7_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030329854&doi=10.1007%2F978-981-95-4889-7_3&partnerID=40&md5=9f0daa9904bc3a2f2ff4827296144838","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105030329854"
"Caffarri, C.; Cela, R.; De Falco, A.; Giuliani, F.; Martino, M.","Caffarri, Caterina (60147400100); Cela, Roberto (60173514300); De Falco, Anna (7004117851); Giuliani, Francesca (57195928601); Martino, Massimiliano (57217844565)","60147400100; 60173514300; 7004117851; 57195928601; 57217844565","A Multi-Level Platform for Data Management in the Planned Conservation of Cultural Heritage Buildings: The Cathedral of Santa Maria Assunta in Pisa, Italy","2026","International Journal of Architectural Heritage","","","","","","0","10.1080/15583058.2026.2629931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030289719&doi=10.1080%2F15583058.2026.2629931&partnerID=40&md5=ea3c7f0a14dd536d2654ddeeeaf16b7b","Article","aip","","Scopus","2-s2.0-105030289719"
"Lo, F.-Y.; Prayoga, I.","Lo, Fangyi (36080918200); Prayoga, Ivan (60388736000)","36080918200; 60388736000","How User-Generated Content and Platform Shop Metadata to Influence Transaction Volume: A Multilevel Study of Online Consumer Behavior","2026","Journal of Consumer Behaviour","","","","","","0","10.1002/cb.70136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030090348&doi=10.1002%2Fcb.70136&partnerID=40&md5=4f56c5cca8aa7daf42b493c72ac97620","Article","aip","","Scopus","2-s2.0-105030090348"
"Mai, T.; Yao, H.; Zhu, G.; Jin, C.; Xin, X.","Mai, Tianle (57203133905); Yao, Haipeng (24330114000); Zhu, Gepeng (58943595300); Jin, Chenlang (57243609300); Xin, Xiangjun (7102700839)","57203133905; 24330114000; 58943595300; 57243609300; 7102700839","From Local to Global: Semantic Communication-Driven Remote 3D Scene Reconstruction Using Low-Altitude Platforms","2026","IEEE Transactions on Cognitive Communications and Networking","12","","","6207","6220","0","10.1109/TCCN.2026.3662333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029968015&doi=10.1109%2FTCCN.2026.3662333&partnerID=40&md5=8fa5a3a6282930bf54a2445404a3a8d5","Article","Final","","Scopus","2-s2.0-105029968015"
"Espinoza, S.; Kumar, K.; Laredo, F.; Compton, K.; Yanik, C.; Bishop-Currey, L.; McCarthy-Page, E.; Lukács, B.; Weidener, L.","Espinoza, S. (60382425200); Kumar, Kishore (59939623300); Laredo, Fabio (59939679300); Compton, Karlin (59939623400); Yanik, C. (60382993800); Bishop-Currey, L. (60382311200); McCarthy-Page, E. (60382540100); Lukács, Bence (58695188600); Weidener, Lukas (58283346900)","60382425200; 59939623300; 59939679300; 59939623400; 60382993800; 60382311200; 60382540100; 58695188600; 58283346900","DeSci EDU: course design and self-perceived evaluation in decentralized science education","2026","Frontiers in Blockchain","8","","1693540","","","0","10.3389/fbloc.2025.1693540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029946147&doi=10.3389%2Ffbloc.2025.1693540&partnerID=40&md5=4ed60391048f078e40acd452d10a85cb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029946147"
"Patil, A.N.; Devale, P.R.","Patil, Ashish N. (58528572900); Devale, Prakash R. (36343367800)","58528572900; 36343367800","The agnostics way platform for data governance with metadata management on the big data ecosystem","2026","International Journal of Wireless and Mobile Computing","30","2","","142","158","0","10.1504/IJWMC.2026.151583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029900153&doi=10.1504%2FIJWMC.2026.151583&partnerID=40&md5=3613188dec7fcb5b3e6a388fe7ae6f8f","Article","Final","","Scopus","2-s2.0-105029900153"
"Huajun, H.; Weidong, Q.; Jiaxin, S.; Tian, T.; Xin, F.; Hong, Z.; Cheng, C.","Huajun, Hong (60381087400); Weidong, Qian (59905291100); Jiaxin, Sun (60380170900); Tian, Zhifeng (58251854400); Xin, Feng (60381087500); Hong, Zhang (60381087600); Cheng, Cheng (57703570100)","60381087400; 59905291100; 60380170900; 58251854400; 60381087500; 60381087600; 57703570100","Research on Scientific Research Data Management Platform Based on LCAP","2026","Lecture Notes in Electrical Engineering","1494 LNEE","","","116","128","0","10.1007/978-981-95-3324-4_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029836829&doi=10.1007%2F978-981-95-3324-4_11&partnerID=40&md5=a1249f49101d339c98d2ebd7b071fe74","Conference paper","Final","","Scopus","2-s2.0-105029836829"
"Cao, D.; Li, B.; Zhang, H.; Wang, Y.; Wang, L.","Cao, Dongyu (58168701700); Li, Bixin (9334814500); Zhang, Huijie (60371585300); Wang, Yong (60371779500); Wang, Lulu (36663167700)","58168701700; 9334814500; 60371585300; 60371779500; 36663167700","ZKVeil: A Privacy-Preserving Compliance Verification Scheme for Blockchain-Enabled Supply Chain Transactions","2026","IEEE Transactions on Information Forensics and Security","21","","","1858","1873","0","10.1109/TIFS.2026.3660595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029407901&doi=10.1109%2FTIFS.2026.3660595&partnerID=40&md5=3342ac6e38b6c3c87e9047fc7e2c09cb","Article","Final","","Scopus","2-s2.0-105029407901"
"Wen, Z.; Wang, J.; Yang, W.; Yang, H.; Ma, X.; Liu, Y.","Wen, Zhengwang (60354959900); Wang, Jiaying (60354393300); Yang, Wenyue (60354817600); Yang, Haoyu (60354246000); Ma, Xiao (60353961800); Liu, Yun (57858583600)","60354959900; 60354393300; 60354817600; 60354246000; 60353961800; 57858583600","Construction and efficacy verification of an intelligent pharmaceutical Q&A platform based on AI hallucination-suppression; 基于 AI 幻觉抑制的药学智能问答平台的构建与效能验证","2026","China Pharmacy","37","2","","226","231","0","10.6039/j.issn.1001-0408.2026.02.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028800036&doi=10.6039%2Fj.issn.1001-0408.2026.02.16&partnerID=40&md5=321dc2afa9d23cd1bec14ae493f8623f","Article","Final","","Scopus","2-s2.0-105028800036"
"Wang, J.; Xiang, X.; Lai, J.; Liu, Y.; Li, Q.; Chen, C.","Wang, Jingyi (58920050900); Xiang, Xiaojia (24385799400); Lai, Jun (57201301022); Liu, Yu (57203675793); Li, Qi (60353470600); Chen, Chen (55858302300)","58920050900; 24385799400; 57201301022; 57203675793; 60353470600; 55858302300","Ground to Altitude: Weakly-Supervised Cross-Platform Domain Generalization for LiDAR Semantic Segmentation","2026","Remote Sensing","18","2","192","","","0","10.3390/rs18020192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028749736&doi=10.3390%2Frs18020192&partnerID=40&md5=535817ac0ea54e0711297cdf5970a5d8","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105028749736"
"Nicolau, A.-M.; Petcu, P.","Nicolau, Ana Maria (58890064000); Petcu, Petruţa (59489859800)","58890064000; 59489859800","Beyond Green Labels: Leveraging Blockchain, IoT, and AI for Enhanced Traceability and Verification of Green Marketing Claims in Transnational Agri-Food Supply Chains","2026","Sustainability (Switzerland)","18","2","782","","","0","10.3390/su18020782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028572783&doi=10.3390%2Fsu18020782&partnerID=40&md5=fb10e6e67bb0c4bc922f3133ed16cb83","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028572783"
"Peelam, M.S.; Shah, K.; Chamola, V.","Peelam, Mritunjay Shall (57263897400); Shah, Kunjan (58123700100); Chamola, Vinay (55427784900)","57263897400; 58123700100; 55427784900","V-track: Blockchain-enabled IoT system for reliable vehicle location verification","2026","Digital Communications and Networks","12","1","","119","133","5","10.1016/j.dcan.2024.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028510658&doi=10.1016%2Fj.dcan.2024.08.004&partnerID=40&md5=3dc8c8fdd495bd43f3df3ea7691e7026","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028510658"
"Venugopal, A.; Kottala, K.S.; Tamilselvi, M.; Ganapathi, R.; Rao, P.V.V.; Muniyandy, E.","Venugopal, Anita (57221194507); Kottala, Sri Yogi (59565566000); Tamilselvi, M. (60310724900); Ganapathi, Rohini (60162088100); Rao, Peddireddy Veera Venkateswara (60105997400); Muniyandy, Elangovan (58932079700)","57221194507; 59565566000; 60310724900; 60162088100; 60105997400; 58932079700","Blockchain-Based Data Integrity and Provenance Tracking System for Environmental Electrochemical Sensor Network Analytics","2026","Analytical Letters","","","","","","0","10.1080/00032719.2025.2612014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028399674&doi=10.1080%2F00032719.2025.2612014&partnerID=40&md5=9ffea538fe8a3f2de2baf40405d2e170","Article","aip","","Scopus","2-s2.0-105028399674"
"Giuliani, A.; De Salve, A.; Mori, P.; Ricci, L.","Giuliani, Andrea (60347490700); De Salve, Andrea (57193351024); Mori, Paolo (15127782100); Ricci, Laura Emilia Maria (7007055633)","60347490700; 57193351024; 15127782100; 7007055633","VeriCert: SSL/TLS Certificate Verification Based on Self-sovereign Identity and Blockchain","2026","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","669 LNICST","","","80","97","0","10.1007/978-3-032-12335-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028363685&doi=10.1007%2F978-3-032-12335-0_5&partnerID=40&md5=a80a13acffd8b504891f76d3192df1f5","Conference paper","Final","","Scopus","2-s2.0-105028363685"
"Kavipriya, G.; Leo Prasanth, L.","Kavipriya, G. (60347579200); Leo Prasanth, L. (59460635500)","60347579200; 59460635500","Privacy-Preserving Transaction Verification in Decentralized Finance Using Zero-Knowledge Proofs and Deep Learning","2026","Lecture Notes in Electrical Engineering","1456 LNEE","","","139","149","0","10.1007/978-981-95-2196-8_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028361315&doi=10.1007%2F978-981-95-2196-8_8&partnerID=40&md5=d37024b52f2ec7133f711d314031947f","Conference paper","Final","","Scopus","2-s2.0-105028361315"
"Jones, E.; Knottenbelt, W.","Jones, Elliot (60347340400); Knottenbelt, William John (6602350794)","60347340400; 6602350794","Towards Automating Blockchain Consensus Verification with IsabeLLM","2026","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","669 LNICST","","","3","18","0","10.1007/978-3-032-12335-0_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028358814&doi=10.1007%2F978-3-032-12335-0_1&partnerID=40&md5=1a0ed8c0139704779d6b60093b1a3d34","Conference paper","Final","","Scopus","2-s2.0-105028358814"
"Sawant, A.; Gorave, A.; Bhojane, O.; Bhale, Y.; Behare, H.; Bhoyar, A.","Sawant, Aparna Mete (58195963300); Gorave, Aditya (59210212600); Bhojane, Onkar (59360917500); Bhale, Yash (59360580600); Behare, Harshal (59361744900); Bhoyar, Ayush (59361417000)","58195963300; 59210212600; 59360917500; 59360580600; 59361744900; 59361417000","Decentralized Identity Verification for Elections: Blockchain-Powered Voting with Face and Fingerprint Security","2026","Lecture Notes in Networks and Systems","1725 LNNS","","","156","168","0","10.1007/978-3-032-10940-8_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028356213&doi=10.1007%2F978-3-032-10940-8_13&partnerID=40&md5=18ab71556d159b76252d33b70c1a65f4","Conference paper","Final","","Scopus","2-s2.0-105028356213"
"Sharma, A.; Chandrakar, P.","Sharma, Akhilesh (59178826300); Chandrakar, Preeti (57188739692)","59178826300; 57188739692","RedactChain: A Redactable Blockchain-Driven Privacy Protected Personal Data Management Scheme","2026","Lecture Notes in Networks and Systems","1420 LNNS","","","211","225","0","10.1007/978-981-96-6941-7_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028333874&doi=10.1007%2F978-981-96-6941-7_17&partnerID=40&md5=77d7e3b32890c26f350e4698f52a611f","Conference paper","Final","","Scopus","2-s2.0-105028333874"
"Dorokhov, A.; Smirnov, I.; Kutyrev, A.","Dorokhov, Alexey (60346347900); Smirnov, Igor Gennadievich (57204671183); Kutyrev, Alexey Igorevich (57206770758)","60346347900; 57204671183; 57206770758","Autonomous Navigation of Robotic Platforms in Orchards: Semantic Segmentation and Path Planning","2026","Smart Innovation, Systems and Technologies","453 SIST","","","1","13","0","10.1007/978-3-032-07171-2_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028331983&doi=10.1007%2F978-3-032-07171-2_1&partnerID=40&md5=4164713adb0ceff0e39b03bfbc1eecf8","Conference paper","Final","","Scopus","2-s2.0-105028331983"
"Gao, Q.; Wu, Q.; Nong, J.; Liu, Q.","Gao, Qiyuan (57903973000); Wu, Qianhong (57203292026); Nong, Junxiang (59248022400); Liu, Qi (60184509900)","57903973000; 57203292026; 59248022400; 60184509900","FRanCS: A Fair and Randomized Anonymous Network Circuit Selection Mechanism with Blockchain","2026","Lecture Notes in Computer Science","16409 LNCS","","","431","447","0","10.1007/978-981-95-6203-9_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028309691&doi=10.1007%2F978-981-95-6203-9_23&partnerID=40&md5=4a3e51ccaf333c99fc8a78507ee0e15d","Conference paper","Final","","Scopus","2-s2.0-105028309691"
